1,google.com
2,www.google.com
3,microsoft.com
4,data.microsoft.com
5,events.data.microsoft.com
6,live.com
7,windowsupdate.com
8,ctldl.windowsupdate.com
9,safebrowsing.googleapis.com
10,apple.com
11,netflix.com
12,microsoftonline.com
13,doubleclick.net
14,login.microsoftonline.com
15,clientservices.googleapis.com
16,g.doubleclick.net
17,bing.com
18,facebook.com
19,googleusercontent.com
20,amazonaws.com
21,officeapps.live.com
22,cloud.netflix.com
23,prod.cloud.netflix.com
24,office.com
25,update.googleapis.com
26,ftl.netflix.com
27,prod.ftl.netflix.com
28,settings-win.data.microsoft.com
29,www.googleapis.com
30,nrdp.prod.cloud.netflix.com
31,google-analytics.com
32,play.google.com
33,icloud.com
34,itunes.apple.com
35,skype.com
36,self.events.data.microsoft.com
37,www.google-analytics.com
38,office365.com
39,googleads.g.doubleclick.net
40,ls.apple.com
41,lencr.org
42,com.akadns.net
43,mp.microsoft.com
44,v10.events.data.microsoft.com
45,apple-dns.net
46,nrdp-ipv6.prod.ftl.netflix.com
47,outlook.office365.com
48,fonts.googleapis.com
49,teams.microsoft.com
50,netflix.net
51,partner.netflix.net
52,prod.partner.netflix.net
53,fe.apple-dns.net
54,preapp.prod.partner.netflix.net
55,prod.netflix.com
56,push.prod.netflix.com
57,mtalk.google.com
58,aaplimg.com
59,youtube.com
60,gateway.icloud.com
61,digicert.com
62,msn.com
63,googletagmanager.com
64,www.googletagmanager.com
65,nexusrules.officeapps.live.com
66,gateway.fe.apple-dns.net
67,office.net
68,g.aaplimg.com
69,clients4.google.com
70,optimizationguide-pa.googleapis.com
71,init.itunes.apple.com
72,www.bing.com
73,login.live.com
74,edge.microsoft.com
75,lh3.googleusercontent.com
76,config.teams.microsoft.com
77,play.googleapis.com
78,dsp.mp.microsoft.com
79,c.lencr.org
80,content-autofill.googleapis.com
81,x1.c.lencr.org
82,substrate.office.com
83,do.dsp.mp.microsoft.com
84,prod.do.dsp.mp.microsoft.com
85,push.apple.com
86,time.apple.com
87,outlook.office.com
88,edge.skype.com
89,config.edge.skype.com
90,dsce9.akamaiedge.net
91,accounts.google.com
92,www.youtube.com
93,opendns.com
94,adservice.google.com
95,ocsp.digicert.com
96,graph.microsoft.com
97,googlesyndication.com
98,app-measurement.com
99,bag.itunes.apple.com
100,windows.net
101,e673.dsce9.akamaiedge.net
102,stats.g.doubleclick.net
103,yahoo.com
104,ytimg.com
105,i.ytimg.com
106,teams.events.data.microsoft.com
107,sharepoint.com
108,time.g.aaplimg.com
109,pagead2.googlesyndication.com
110,cdn.office.net
111,www.facebook.com
112,ichnaea.netflix.com
113,graph.facebook.com
114,pki.goog
115,smartscreen.microsoft.com
116,presence.teams.microsoft.com
117,clients6.google.com
118,roaming.officeapps.live.com
119,ocsp.pki.goog
120,ecs.office.com
121,business.bing.com
122,weather-data.apple.com
123,windows.com
124,amazon.com
125,apis.google.com
126,outlook.com
127,msedge.net
128,cloudflare.com
129,measure.office.com
130,mobile.events.data.microsoft.com
131,fp.measure.office.com
132,configuration.ls.apple.com
133,gsp-ssl.ls.apple.com
134,api.msn.com
135,core.windows.net
136,fbcdn.net
137,assets.msn.com
138,ess.apple.com
139,iphone-ld.apple.com
140,tpc.googlesyndication.com
141,blob.core.windows.net
142,aria.microsoft.com
143,pipe.aria.microsoft.com
144,googleadservices.com
145,ocsp2.apple.com
146,gvt2.com
147,upload.fp.measure.office.com
148,storage.live.com
149,mesu.apple.com
150,googlevideo.com
151,clients2.google.com
152,itunes-apple.com.akadns.net
153,docs.google.com
154,delivery.mp.microsoft.com
155,scorecardresearch.com
156,instagram.com
157,sb.scorecardresearch.com
158,facebook.net
159,connect.facebook.net
160,smoot.apple.com
161,ad.doubleclick.net
162,dns.opendns.com
163,umbrella.com
164,activity.windows.com
165,gcp.gvt2.com
166,browser.pipe.aria.microsoft.com
167,apple.com.akadns.net
168,dns.umbrella.com
169,xp.apple.com
170,beacons.gcp.gvt2.com
171,edge-mqtt.facebook.com
172,www.googleadservices.com
173,azure.com
174,signaler-pa.clients6.google.com
175,xx.fbcdn.net
176,lh5.googleusercontent.com
177,res.office365.com
178,adnxs.com
179,v20.events.data.microsoft.com
180,web.facebook.com
181,safebrowsing.apple
182,c10r.facebook.com
183,update.microsoft.com
184,delve.office.com
185,mail.google.com
186,loki.delve.office.com
187,gs-loc.apple.com
188,trouter.teams.microsoft.com
189,flightproxy.teams.microsoft.com
190,ogs.google.com
191,amazon-adsystem.com
192,demdex.net
193,ggpht.com
194,init.push.apple.com
195,officeclient.microsoft.com
196,googletagservices.com
197,www.googletagservices.com
198,arc.msn.com
199,r4.res.office365.com
200,ls-apple.com.akadns.net
201,clients3.google.com
202,securepubads.g.doubleclick.net
203,msftconnecttest.com
204,manage.microsoft.com
205,cc.skype.com
206,measure.office.net
207,nel.measure.office.net
208,guzzoni.apple.com
209,yt3.ggpht.com
210,clients.google.com
211,android.clients.google.com
212,api.flightproxy.teams.microsoft.com
213,addons-pa.clients6.google.com
214,l.google.com
215,origin-apple.com.akadns.net
216,whatsapp.net
217,www.msftconnecttest.com
218,safebrowsing.google.com
219,dpm.demdex.net
220,data-edge.smartscreen.microsoft.com
221,enterprise.activity.windows.com
222,cdnjs.cloudflare.com
223,amazontrust.com
224,rubiconproject.com
225,fe3cr.delivery.mp.microsoft.com
226,us-v20.events.data.microsoft.com
227,cm.g.doubleclick.net
228,jnn-pa.googleapis.com
229,mask.icloud.com
230,ib.adnxs.com
231,youtubei.googleapis.com
232,adsrvr.org
233,star.c10r.facebook.com
234,twitter.com
235,linkedin.com
236,gsp85-ssl.ls.apple.com
237,pubmatic.com
238,beacons.gvt2.com
239,nr-data.net
240,android.googleapis.com
241,ntp.org
242,pool.ntp.org
243,gateway.facebook.com
244,browser.events.data.microsoft.com
245,analytics.yahoo.com
246,graph.instagram.com
247,sentry.io
248,casalemedia.com
249,gvt1.com
250,smartscreen-prod.microsoft.com
251,odc.officeapps.live.com
252,play-fe.googleapis.com
253,id.google.com
254,proxy.safebrowsing.apple
255,weather.microsoft.com
256,msg.teams.microsoft.com
257,ng.msg.teams.microsoft.com
258,rlcdn.com
259,c.bing.com
260,teams.cdn.office.net
261,statics.teams.cdn.office.net
262,cloudapp.azure.com
263,www.microsoft.com
264,api-noam.flightproxy.teams.microsoft.com
265,asyncgw.teams.microsoft.com
266,ocsp2-lb.apple.com.akadns.net
267,mzstatic.com
268,criteo.com
269,v.aaplimg.com
270,ade.googlesyndication.com
271,noam.cc.skype.com
272,th.bing.com
273,snapchat.com
274,trafficmanager.net
275,fastly.net
276,www.apple.com
277,static.doubleclick.net
278,metrics.icloud.com
279,sfx.ms
280,oneclient.sfx.ms
281,azureedge.net
282,play.itunes.apple.com
283,lh3.google.com
284,2mdn.net
285,asm.skype.com
286,cdn-apple.com
287,i.instagram.com
