site=google.com,rank=1,r_time=0.318346322590614,r_time_eq2=0.000054073364604390776,case=0,label=np,r_bg=0.752451809234827,r_np=1.2689876989082947
site=www.google.com,rank=2,r_time=0.31890737685549864,r_time_eq2=0,case=0,label=np,r_bg=0.752451809234827,r_np=1.2689876989082947
site=microsoft.com,rank=3,r_time=0.3195195948439498,r_time_eq2=0,case=0,label=np,r_bg=0.752451809234827,r_np=1.2689876989082947
site=data.microsoft.com,rank=4,r_time=0.32030538535423475,r_time_eq2=0.000001992219069390266,case=0,label=np,r_bg=0.752451809234827,r_np=1.2689876989082947
site=events.data.microsoft.com,rank=5,r_time=0.32122912295571354,r_time_eq2=0.000004019253578787436,case=0,label=np,r_bg=0.752451809234827,r_np=1.2689876989082947
site=live.com,rank=6,r_time=0.321949503911946,r_time_eq2=0.0000020266470322537987,case=0,label=np,r_bg=0.752451809234827,r_np=1.2689876989082947
site=windowsupdate.com,rank=7,r_time=0.3226765614904216,r_time_eq2=0,case=0,label=np,r_bg=0.752451809234827,r_np=1.2689876989082947
site=ctldl.windowsupdate.com,rank=8,r_time=0.32358645513084283,r_time_eq2=0.000004127760899100982,case=0,label=np,r_bg=0.752451809234827,r_np=1.2689876989082947
site=safebrowsing.googleapis.com,rank=9,r_time=0.32433908872478173,r_time_eq2=0.0000020816037055357842,case=0,label=np,r_bg=0.752451809234827,r_np=1.2689876989082947
site=apple.com,rank=10,r_time=0.325060977708773,r_time_eq2=0.000002099892566460112,case=0,label=np,r_bg=0.752451809234827,r_np=1.2689876989082947
site=netflix.com,rank=11,r_time=0.32580613511781886,r_time_eq2=0,case=0,label=np,r_bg=0.752451809234827,r_np=1.2689876989082947
site=microsoftonline.com,rank=12,r_time=0.3265195546893871,r_time_eq2=0,case=0,label=np,r_bg=0.752451809234827,r_np=1.2689876989082947
site=doubleclick.net,rank=13,r_time=0.32734330651404436,r_time_eq2=0.0000021634867141088344,case=0,label=np,r_bg=0.752451809234827,r_np=1.2689876989082947
site=login.microsoftonline.com,rank=14,r_time=0.3282650444874733,r_time_eq2=0,case=0,label=np,r_bg=0.752451809234827,r_np=1.2689876989082947
site=clientservices.googleapis.com,rank=15,r_time=0.3289723955292252,r_time_eq2=0,case=0,label=np,r_bg=0.752451809234827,r_np=1.2689876989082947
site=g.doubleclick.net,rank=16,r_time=0.32971283678455776,r_time_eq2=0,case=0,label=np,r_bg=0.752451809234827,r_np=1.2689876989082947
site=bing.com,rank=17,r_time=0.330470907093485,r_time_eq2=0,case=0,label=np,r_bg=0.752451809234827,r_np=1.2689876989082947
site=facebook.com,rank=18,r_time=0.33112108240060495,r_time_eq2=0.00000227137554123962,case=0,label=np,r_bg=0.752451809234827,r_np=1.2689876989082947
