site=google.com,rank=1,r_time=0.5048421386250052,r_time_eq2=-0.00013889534378678877,case=0,label=np,r_bg=0.7190746753090863,r_np=1.2246337068016153
site=www.google.com,rank=2,r_time=0.5058540593066474,r_time_eq2=-0.00003088756431624652,case=0,label=np,r_bg=0.7190746753090863,r_np=1.2246337068016153
site=microsoft.com,rank=3,r_time=0.5069434635594802,r_time_eq2=-0.000015449292326659892,case=0,label=np,r_bg=0.7190746753090863,r_np=1.2246337068016153
site=data.microsoft.com,rank=4,r_time=0.5082816523686611,r_time_eq2=-0.000015452350820328226,case=0,label=np,r_bg=0.7190746753090863,r_np=1.2246337068016153
site=events.data.microsoft.com,rank=5,r_time=0.509441454359156,r_time_eq2=-0.000030910478294572677,case=0,label=np,r_bg=0.7190746753090863,r_np=1.2246337068016153
site=live.com,rank=6,r_time=0.5106981201044702,r_time_eq2=-0.00004669550727520581,case=0,label=np,r_bg=0.7190746753090863,r_np=1.2246337068016153
site=windowsupdate.com,rank=7,r_time=0.5118616284746973,r_time_eq2=-0.00001557436586342799,case=0,label=np,r_bg=0.7190746753090863,r_np=1.2246337068016153
site=ctldl.windowsupdate.com,rank=8,r_time=0.5132384938145015,r_time_eq2=-0.0000311575117169267,case=0,label=np,r_bg=0.7190746753090863,r_np=1.2246337068016153
site=safebrowsing.googleapis.com,rank=9,r_time=0.5144393147818148,r_time_eq2=0,case=0,label=np,r_bg=0.7190746753090863,r_np=1.2246337068016153
site=apple.com,rank=10,r_time=0.5156227694242034,r_time_eq2=-0.000015584560099644638,case=0,label=np,r_bg=0.7190746753090863,r_np=1.2246337068016153
site=netflix.com,rank=11,r_time=0.516858786868035,r_time_eq2=-0.00001558824950043778,case=0,label=np,r_bg=0.7190746753090863,r_np=1.2246337068016153
site=microsoftonline.com,rank=12,r_time=0.5183110023199572,r_time_eq2=-0.0000155911659633069,case=0,label=np,r_bg=0.7190746753090863,r_np=1.2246337068016153
site=doubleclick.net,rank=13,r_time=0.5195181054027127,r_time_eq2=-0.000015594083516976006,case=0,label=np,r_bg=0.7190746753090863,r_np=1.2246337068016153
site=login.microsoftonline.com,rank=14,r_time=0.5207518511159116,r_time_eq2=-0.00003119731962757537,case=0,label=np,r_bg=0.7190746753090863,r_np=1.2246337068016153
site=clientservices.googleapis.com,rank=15,r_time=0.5220928755164309,r_time_eq2=-0.000015602067016738517,case=0,label=np,r_bg=0.7190746753090863,r_np=1.2246337068016153
site=g.doubleclick.net,rank=16,r_time=0.5234028295694895,r_time_eq2=-0.00001560571924244362,case=0,label=np,r_bg=0.7190746753090863,r_np=1.2246337068016153
site=bing.com,rank=17,r_time=0.5246933856412108,r_time_eq2=0,case=0,label=np,r_bg=0.7190746753090863,r_np=1.2246337068016153
site=facebook.com,rank=18,r_time=0.5260406665373766,r_time_eq2=-0.00001561205382079034,case=0,label=np,r_bg=0.7190746753090863,r_np=1.2246337068016153
site=googleusercontent.com,rank=19,r_time=0.5274209329921262,r_time_eq2=-0.000015614979206377702,case=0,label=np,r_bg=0.7190746753090863,r_np=1.2246337068016153
site=amazonaws.com,rank=20,r_time=0.5287507226365755,r_time_eq2=-0.000015617905689197538,case=0,label=np,r_bg=0.7190746753090863,r_np=1.2246337068016153
site=officeapps.live.com,rank=21,r_time=0.5300942285019052,r_time_eq2=-0.00001562083326844694,case=0,label=np,r_bg=0.7190746753090863,r_np=1.2246337068016153
site=cloud.netflix.com,rank=22,r_time=0.5315457102760106,r_time_eq2=-0.00003124659298342718,case=0,label=np,r_bg=0.7190746753090863,r_np=1.2246337068016153
site=prod.cloud.netflix.com,rank=23,r_time=0.5354021362788366,r_time_eq2=0,case=0,label=np,r_bg=0.7190746753090863,r_np=1.2246337068016153
site=office.com,rank=24,r_time=0.537673824119009,r_time_eq2=-0.00003125631404405388,case=0,label=np,r_bg=0.7190746753090863,r_np=1.2246337068016153
site=update.googleapis.com,rank=25,r_time=0.5393954843977125,r_time_eq2=-0.00003126319974043956,case=0,label=np,r_bg=0.7190746753090863,r_np=1.2246337068016153
site=ftl.netflix.com,rank=26,r_time=0.541873629933855,r_time_eq2=-0.000031270042950207475,case=0,label=np,r_bg=0.7190746753090863,r_np=1.2246337068016153
site=prod.ftl.netflix.com,rank=27,r_time=0.5452641558972849,r_time_eq2=-0.000031276400041494746,case=0,label=np,r_bg=0.7190746753090863,r_np=1.2246337068016153
