1 , 0.040102
2 , 0.068421
3 , 0.023694
4 , 0.026622
5 , 0.004452
6 , 0.018434
7 , 0.007951
8 , 0.004881
9 , 0.011543
10 , 0.006882
11 , 0.005020
12 , 0.010155
13 , 0.011985
14 , 0.015655
15 , 0.024402
16 , 0.031595
17 , 0.018483
18 , 0.015995
19 , 0.005424
20 , 0.013577
21 , 0.005996
22 , 0.010267
23 , 0.019190
24 , 0.015875
25 , 0.024661
26 , 0.040465
27 , 0.034101
28 , 0.016777
29 , 0.024521
30 , 0.035158
31 , 0.042570
32 , 0.039572
33 , 0.022723
34 , 0.021530
35 , 0.007214
36 , 0.035899
37 , 0.007756
38 , 0.020920
39 , 0.034792
40 , 0.037383
41 , 0.022001
42 , 0.030287
43 , 0.036416
44 , 0.018907
45 , 0.044432
46 , 0.025935
47 , 0.029361
48 , 0.012863
49 , 0.029977
50 , 0.021689
51 , 0.058375
52 , 0.056920
53 , 0.058565
54 , 0.039208
55 , 0.049564
56 , 0.044996
57 , 0.030710
58 , 0.074708
59 , 0.076795
60 , 0.042141
61 , 0.024340
62 , 0.034554
63 , 0.018791
64 , 0.056688
65 , 0.023250
66 , 0.028618
67 , 0.063205
68 , 0.053791
69 , 0.063622
70 , 0.054742
71 , 0.062234
72 , 0.064392
73 , 0.046565
74 , 0.043210
75 , 0.049602
76 , 0.064336
77 , 0.064199
78 , 0.063455
79 , 0.065455
80 , 0.048478
81, 0.085502
82 , 0.008242
83 , 0.033784
84 , 0.003311
85 , 0.003665
86 , 0.024048
87 , 0.010850
88 , 0.028363
89 , 0.035527
90 , 0.010216
91 , 0.149643
92 , 0.028527
93 , 0.011552
94 , 0.051244
95 , 0.019523
96 , 0.094754
97 , 0.023955
98 , 0.114122
99 , 0.134718
100 , 0.009930
101 , 0.014018
102 , 0.028361
103 , 0.113881
104 , 0.031421
105 , 0.033045
106 , 0.023793
107 , 0.030771
108 , 0.126331
109 , 0.215538
110 , 0.050940
111 , 0.216720
112 , 0.053878
113 , 0.245399
114 , 0.018611
115 , 0.036543
116 , 0.255950
117 , 0.025843
118 , 0.028014
119 , 0.031484
120 , 0.011427
121 , 0.055426
122 , 0.254191
123 , 0.168198
124 , 0.164762
125 , 0.155377
126 , 0.014001
127 , 0.030434
128 , 0.012731
129 , 0.028647
130 , 0.033250
131 , 0.014330
132 , 0.011729
133 , 0.061369
134 , 0.199720
135 , 0.022125
136 , 0.022429
137 , 0.037213
138 , 0.252590
139 , 0.012979
140 , 0.043643
141 , 0.296881
142 , 0.082566
143 , 0.056867
144 , 0.012955
145 , 0.014503
146 , 0.011979
147 , 0.046538
148 , 0.012742
149 , 0.063806
150 , 0.251531
151 , 0.019632
152 , 0.379053
153 , 0.250696
154 , 0.010720
155 , 0.055269
156 , 0.237837
157 , 0.248117
158 , 0.013966
159 , 0.028690
160 , 0.292722
161 , 0.220217
162 , 0.016615
163 , 0.073996
164 , 0.062063
165 , 0.135938
166 , 0.214429
167 , 0.006421
168 , 0.007396
169 , 0.007856
170 , 0.009647
171 , 0.033356
172 , 0.010693
173 , 0.009146
174 , 0.032672
175 , 0.080034
176 , 0.008800
177 , 0.280064
178 , 0.014355
179 , 0.017476
180 , 0.011569
181 , 0.030235
182 , 0.014067
183 , 0.010502
184 , 0.032325
185 , 0.197021
186 , 0.018822
187 , 0.007724
188 , 0.023207
189 , 0.105523
190 , 0.137375
191 , 0.036423
192 , 0.009229
193 , 0.036092
194 , 0.105885
195 , 0.061287
196 , 0.172144
197 , 0.193798
198 , 0.026327
199 , 0.039993
200 , 0.017286
201 , 0.192237
202 , 0.019011
203 , 0.009201
204 , 0.187345
205 , 0.039237
206 , 0.014794
207 , 0.010619
208 , 0.037549
209 , 0.026212
210 , 0.242260
211 , 0.019402
212 , 0.043668
213 , 0.072574
214 , 0.062891
215 , 0.153590
216 , 0.077548
217 , 0.010303
218 , 0.051896
219 , 0.023871
220 , 0.122583
221 , 0.164928
222 , 0.042821
223 , 0.020770
224 , 0.033819
225 , 0.020323
226 , 0.008300
227 , 0.012048
228 , 0.009786
229 , 0.011616
230 , 0.011271
231 , 0.009356
232 , 0.021630
233 , 0.101025
234 , 0.008712
235 , 0.213932
236 , 0.020077
237 , 0.226850
238 , 0.237785
239 , 0.007425
240 , 0.040045
241 , 0.008735
242 , 0.022220
243 , 0.033727
244 , 0.174046
245 , 0.054766
246 , 0.231575
247 , 0.010021
248 , 0.016783
249 , 0.044074
250 , 0.015023
251 , 0.015608
252 , 0.064516
253 , 0.045088
254 , 0.012991
255 , 0.166845
256 , 0.015971
257 , 0.064998
258 , 0.147403
259 , 0.079159
260 , 0.108841
261 , 0.223648
262 , 0.015781
263 , 0.219230
264 , 0.068684
265 , 0.057346
266 , 0.014580
267 , 0.109793
268 , 0.150853
269 , 0.136641
270 , 0.016567
271 , 0.198110
272 , 0.025811
273 , 0.345349
274 , 0.022078
275 , 0.011585
276 , 0.034279
277 , 0.198563
278 , 0.059810
279 , 0.250175
280 , 0.014948
281 , 0.357368
282 , 0.074197
283 , 0.027845
284 , 0.124023
285 , 0.095206
286 , 0.198666
287 , 0.033015
288 , 0.020225
289 , 0.020433
290 , 0.030355
291 , 0.193446
292 , 0.018305
293 , 0.059917
294 , 0.092700
295 , 0.094878
296 , 0.018381
297 , 0.435183
298 , 0.011479
299 , 0.013760
300 , 0.337521
