site=google.com,rank=1,r_time=0.5250469628741925,r_time_eq2=0.0006920414212052851,case=0,label=np,r_bg=0.6873007714119748,r_np=1.1922525106435813
site=www.google.com,rank=2,r_time=0.49057619787977746,r_time_eq2=0,case=0,label=np,r_bg=0.6873007714119748,r_np=1.1922525106435813
site=microsoft.com,rank=3,r_time=0.3890937319545167,r_time_eq2=0.00011340427343048047,case=0,label=np,r_bg=0.6873007714119748,r_np=1.1922525106435813
site=data.microsoft.com,rank=4,r_time=0.4082226315348916,r_time_eq2=0.00012143277270243632,case=0,label=np,r_bg=0.6873007714119748,r_np=1.1922525106435813
site=events.data.microsoft.com,rank=5,r_time=0.4039204598013102,r_time_eq2=0.000118385437872418,case=0,label=np,r_bg=0.6873007714119748,r_np=1.1922525106435813
site=live.com,rank=6,r_time=0.3994191673895381,r_time_eq2=0.0001218025436478405,case=0,label=np,r_bg=0.6873007714119748,r_np=1.1922525106435813
site=windowsupdate.com,rank=7,r_time=0.45252445434904454,r_time_eq2=0.00012086039197394121,case=0,label=np,r_bg=0.6873007714119748,r_np=1.1922525106435813
site=ctldl.windowsupdate.com,rank=8,r_time=0.3547483335771155,r_time_eq2=0,case=0,label=np,r_bg=0.6873007714119748,r_np=1.1922525106435813
site=safebrowsing.googleapis.com,rank=9,r_time=0.41983308767209626,r_time_eq2=0.00010763123387888875,case=0,label=np,r_bg=0.6873007714119748,r_np=1.1922525106435813
site=apple.com,rank=10,r_time=0.4272164151661167,r_time_eq2=0.00011223332022558,case=0,label=np,r_bg=0.6873007714119748,r_np=1.1922525106435813
site=netflix.com,rank=11,r_time=0.48398398395175984,r_time_eq2=0,case=0,label=np,r_bg=0.6873007714119748,r_np=1.1922525106435813
site=microsoftonline.com,rank=12,r_time=0.4241440377340863,r_time_eq2=0.00011042390494894398,case=0,label=np,r_bg=0.6873007714119748,r_np=1.1922525106435813
site=doubleclick.net,rank=13,r_time=0.49400457642802365,r_time_eq2=0.00011022947460818555,case=0,label=np,r_bg=0.6873007714119748,r_np=1.1922525106435813
site=login.microsoftonline.com,rank=14,r_time=0.5112471883743033,r_time_eq2=0.00012233934350362166,case=0,label=np,r_bg=0.6873007714119748,r_np=1.1922525106435813
site=clientservices.googleapis.com,rank=15,r_time=0.3691693289597039,r_time_eq2=0,case=0,label=np,r_bg=0.6873007714119748,r_np=1.1922525106435813
site=g.doubleclick.net,rank=16,r_time=0.4514307960315179,r_time_eq2=0.00011049711419248576,case=0,label=np,r_bg=0.6873007714119748,r_np=1.1922525106435813
site=bing.com,rank=17,r_time=0.4270370371336506,r_time_eq2=0.0001110986427267807,case=0,label=np,r_bg=0.6873007714119748,r_np=1.1922525106435813
site=facebook.com,rank=18,r_time=0.380470777747457,r_time_eq2=0.00011075411268399158,case=0,label=np,r_bg=0.6873007714119748,r_np=1.1922525106435813
