site=google.com,rank=1,r_time=0.06664307197346185,r_time_1=na,r_time_eq2=0.0006083643395952362,case=2,label=np,r_bg=0.647235319403341,r_np=1.1917253522307607
site=www.google.com,rank=2,r_time=0.06004547513452138,r_time_1=na,r_time_eq2=0.00014257225466164693,case=2,label=np,r_bg=0.647235319403341,r_np=1.1917253522307607
site=microsoft.com,rank=3,r_time=0.060622443241724375,r_time_1=na,r_time_eq2=0,case=2,label=np,r_bg=0.647235319403341,r_np=1.1917253522307607
site=data.microsoft.com,rank=4,r_time=0.06190433292323235,r_time_1=na,r_time_eq2=0.0001271458097857966,case=2,label=np,r_bg=0.647235319403341,r_np=1.1917253522307607
site=events.data.microsoft.com,rank=5,r_time=0.04675103385108543,r_time_1=na,r_time_eq2=0,case=2,label=np,r_bg=0.647235319403341,r_np=1.1917253522307607
site=live.com,rank=6,r_time=0.04678729562137687,r_time_1=na,r_time_eq2=0,case=2,label=np,r_bg=0.647235319403341,r_np=1.1917253522307607
site=windowsupdate.com,rank=7,r_time=0.06092604751865573,r_time_1=na,r_time_eq2=0.00015537538419418956,case=2,label=np,r_bg=0.647235319403341,r_np=1.1917253522307607
site=ctldl.windowsupdate.com,rank=8,r_time=0.06021950335350552,r_time_1=na,r_time_eq2=0,case=2,label=np,r_bg=0.647235319403341,r_np=1.1917253522307607
site=safebrowsing.googleapis.com,rank=9,r_time=0.06194942763989653,r_time_1=na,r_time_eq2=0.00014322569379592688,case=2,label=np,r_bg=0.647235319403341,r_np=1.1917253522307607
site=apple.com,rank=10,r_time=0.0626039751034313,r_time_1=na,r_time_eq2=0.00028826802932126433,case=2,label=np,r_bg=0.647235319403341,r_np=1.1917253522307607
site=netflix.com,rank=11,r_time=0.06487762768053497,r_time_1=na,r_time_eq2=0.00014027156306146377,case=2,label=np,r_bg=0.647235319403341,r_np=1.1917253522307607
site=microsoftonline.com,rank=12,r_time=0.06144750985519152,r_time_1=na,r_time_eq2=0.0001458153679528492,case=2,label=np,r_bg=0.647235319403341,r_np=1.1917253522307607
site=doubleclick.net,rank=13,r_time=0.0656992708592106,r_time_1=na,r_time_eq2=0.000143389990484266,case=2,label=np,r_bg=0.647235319403341,r_np=1.1917253522307607
site=login.microsoftonline.com,rank=14,r_time=0.06500422810464322,r_time_1=na,r_time_eq2=0.00012738802202798264,case=2,label=np,r_bg=0.647235319403341,r_np=1.1917253522307607
site=clientservices.googleapis.com,rank=15,r_time=0.0669572588397062,r_time_1=na,r_time_eq2=0.00011061966746434643,case=2,label=np,r_bg=0.647235319403341,r_np=1.1917253522307607
site=g.doubleclick.net,rank=16,r_time=0.0597973276396314,r_time_1=na,r_time_eq2=0.00042992255117027506,case=2,label=np,r_bg=0.647235319403341,r_np=1.1917253522307607
site=bing.com,rank=17,r_time=0.051045964790909275,r_time_1=na,r_time_eq2=0.0002840099072116984,case=2,label=np,r_bg=0.647235319403341,r_np=1.1917253522307607
site=facebook.com,rank=18,r_time=0.06400455735371886,r_time_1=na,r_time_eq2=0,case=2,label=np,r_bg=0.647235319403341,r_np=1.1917253522307607
site=googleusercontent.com,rank=19,r_time=0.06903818902201873,r_time_1=na,r_time_eq2=0,case=2,label=np,r_bg=0.647235319403341,r_np=1.1917253522307607
site=amazonaws.com,rank=20,r_time=0.06785348450879707,r_time_1=na,r_time_eq2=0.00011726099832729147,case=2,label=np,r_bg=0.647235319403341,r_np=1.1917253522307607
site=officeapps.live.com,rank=21,r_time=0.06286180921578322,r_time_1=na,r_time_eq2=0.0001279756582743034,case=2,label=np,r_bg=0.647235319403341,r_np=1.1917253522307607
site=cloud.netflix.com,rank=22,r_time=0.061955083390225915,r_time_1=na,r_time_eq2=0,case=2,label=np,r_bg=0.647235319403341,r_np=1.1917253522307607
site=prod.cloud.netflix.com,rank=23,r_time=0.07036713290391472,r_time_1=na,r_time_eq2=0.00021083678752223812,case=2,label=np,r_bg=0.647235319403341,r_np=1.1917253522307607
site=office.com,rank=24,r_time=0.06519847263130843,r_time_1=na,r_time_eq2=0.00011390773126073413,case=2,label=np,r_bg=0.647235319403341,r_np=1.1917253522307607
site=update.googleapis.com,rank=25,r_time=0.06208164258786628,r_time_1=na,r_time_eq2=0.00014556066865751383,case=2,label=np,r_bg=0.647235319403341,r_np=1.1917253522307607
site=ftl.netflix.com,rank=26,r_time=0.09921585524270811,r_time_1=na,r_time_eq2=0.00009711527366139297,case=2,label=np,r_bg=0.647235319403341,r_np=1.1917253522307607
site=prod.ftl.netflix.com,rank=27,r_time=0.05972786707259882,r_time_1=na,r_time_eq2=0,case=2,label=np,r_bg=0.647235319403341,r_np=1.1917253522307607
site=settings-win.data.microsoft.com,rank=28,r_time=0.06799056972227523,r_time_1=na,r_time_eq2=0,case=2,label=np,r_bg=0.647235319403341,r_np=1.1917253522307607
site=www.googleapis.com,rank=29,r_time=0.06964191221996416,r_time_1=na,r_time_eq2=0.0001260718347817315,case=2,label=np,r_bg=0.647235319403341,r_np=1.1917253522307607
site=nrdp.prod.cloud.netflix.com,rank=30,r_time=0.07699455014947404,r_time_1=na,r_time_eq2=0.00013147538704057628,case=2,label=np,r_bg=0.647235319403341,r_np=1.1917253522307607
site=google-analytics.com,rank=31,r_time=0.0687661949906545,r_time_1=na,r_time_eq2=0.0000948228516790358,case=2,label=np,r_bg=0.647235319403341,r_np=1.1917253522307607
site=play.google.com,rank=32,r_time=0.067408826335293,r_time_1=na,r_time_eq2=0,case=2,label=np,r_bg=0.647235319403341,r_np=1.1917253522307607
site=icloud.com,rank=33,r_time=0.06562708915976513,r_time_1=na,r_time_eq2=0,case=2,label=np,r_bg=0.647235319403341,r_np=1.1917253522307607
site=itunes.apple.com,rank=34,r_time=0.06764161623926732,r_time_1=na,r_time_eq2=0.0001257389405100257,case=2,label=np,r_bg=0.647235319403341,r_np=1.1917253522307607
site=skype.com,rank=35,r_time=0.060086217570646965,r_time_1=na,r_time_eq2=0.00011091412971251589,case=2,label=np,r_bg=0.647235319403341,r_np=1.1917253522307607
site=self.events.data.microsoft.com,rank=36,r_time=0.0632288985175139,r_time_1=na,r_time_eq2=0,case=2,label=np,r_bg=0.647235319403341,r_np=1.1917253522307607
site=www.google-analytics.com,rank=37,r_time=0.061543373035134324,r_time_1=na,r_time_eq2=0,case=2,label=np,r_bg=0.647235319403341,r_np=1.1917253522307607
