site=google.com,rank=1,r_time=0.08374870016049107,r_time_1=na,r_time_eq2=0.0005534028125249158,case=2,label=np,r_bg=0.6435199056585005,r_np=0.6978521546458866
site=www.google.com,rank=2,r_time=0.07853422010737328,r_time_1=na,r_time_eq2=0.00012498532877396553,case=2,label=np,r_bg=0.6435199056585005,r_np=0.6978521546458866
site=microsoft.com,rank=3,r_time=0.08047657347295951,r_time_1=na,r_time_eq2=0,case=2,label=np,r_bg=0.6435199056585005,r_np=0.6978521546458866
site=data.microsoft.com,rank=4,r_time=0.07728145664438345,r_time_1=na,r_time_eq2=0.00012476556129236414,case=2,label=np,r_bg=0.6435199056585005,r_np=0.6978521546458866
site=events.data.microsoft.com,rank=5,r_time=0.07722848357270383,r_time_1=na,r_time_eq2=0.0001309066595330698,case=2,label=np,r_bg=0.6435199056585005,r_np=0.6978521546458866
site=live.com,rank=6,r_time=0.07640821391430169,r_time_1=na,r_time_eq2=0.0001293655851103954,case=2,label=np,r_bg=0.6435199056585005,r_np=0.6978521546458866
site=windowsupdate.com,rank=7,r_time=0.07275071382152065,r_time_1=na,r_time_eq2=0.0001421272902667039,case=2,label=np,r_bg=0.6435199056585005,r_np=0.6978521546458866
site=ctldl.windowsupdate.com,rank=8,r_time=0.08715696259630942,r_time_1=na,r_time_eq2=0.00023914906015076398,case=2,label=np,r_bg=0.6435199056585005,r_np=0.6978521546458866
site=safebrowsing.googleapis.com,rank=9,r_time=0.08901666398137789,r_time_1=na,r_time_eq2=0.0001240689792962254,case=2,label=np,r_bg=0.6435199056585005,r_np=0.6978521546458866
site=apple.com,rank=10,r_time=0.07873315796091171,r_time_1=na,r_time_eq2=0,case=2,label=np,r_bg=0.6435199056585005,r_np=0.6978521546458866
site=netflix.com,rank=11,r_time=0.08366662465933943,r_time_1=na,r_time_eq2=0.00012045382007371185,case=2,label=np,r_bg=0.6435199056585005,r_np=0.6978521546458866
site=microsoftonline.com,rank=12,r_time=0.07987254958449788,r_time_1=na,r_time_eq2=0.0002695785939680039,case=2,label=np,r_bg=0.6435199056585005,r_np=0.6978521546458866
site=doubleclick.net,rank=13,r_time=0.1561548110231854,r_time_1=na,r_time_eq2=0,case=2,label=np,r_bg=0.6435199056585005,r_np=0.6978521546458866
site=login.microsoftonline.com,rank=14,r_time=0.08185997484621822,r_time_1=na,r_time_eq2=0.00012804045741580296,case=2,label=np,r_bg=0.6435199056585005,r_np=0.6978521546458866
site=clientservices.googleapis.com,rank=15,r_time=0.07644556417044004,r_time_1=na,r_time_eq2=0.00012225031972906017,case=2,label=np,r_bg=0.6435199056585005,r_np=0.6978521546458866
site=g.doubleclick.net,rank=16,r_time=0.08200053492471943,r_time_1=na,r_time_eq2=0,case=2,label=np,r_bg=0.6435199056585005,r_np=0.6978521546458866
site=bing.com,rank=17,r_time=0.08320546804536663,r_time_1=na,r_time_eq2=0.00011033829560354242,case=2,label=np,r_bg=0.6435199056585005,r_np=0.6978521546458866
site=facebook.com,rank=18,r_time=0.07409322722111557,r_time_1=na,r_time_eq2=0.00012226526652298007,case=2,label=np,r_bg=0.6435199056585005,r_np=0.6978521546458866
site=googleusercontent.com,rank=19,r_time=0.07887469502274075,r_time_1=na,r_time_eq2=0,case=2,label=np,r_bg=0.6435199056585005,r_np=0.6978521546458866
site=amazonaws.com,rank=20,r_time=0.090043626574514,r_time_1=na,r_time_eq2=0.00012122632709991545,case=2,label=np,r_bg=0.6435199056585005,r_np=0.6978521546458866
site=officeapps.live.com,rank=21,r_time=0.0740244210700034,r_time_1=na,r_time_eq2=0.00013225710517035763,case=2,label=np,r_bg=0.6435199056585005,r_np=0.6978521546458866
site=cloud.netflix.com,rank=22,r_time=0.08145290572285407,r_time_1=na,r_time_eq2=0.00012812397365183432,case=2,label=np,r_bg=0.6435199056585005,r_np=0.6978521546458866
site=prod.cloud.netflix.com,rank=23,r_time=0.07770526089505503,r_time_1=na,r_time_eq2=0,case=2,label=np,r_bg=0.6435199056585005,r_np=0.6978521546458866
site=office.com,rank=24,r_time=0.0846374732253796,r_time_1=na,r_time_eq2=0,case=2,label=np,r_bg=0.6435199056585005,r_np=0.6978521546458866
site=update.googleapis.com,rank=25,r_time=0.07121252809010302,r_time_1=na,r_time_eq2=0.0001238385106377034,case=2,label=np,r_bg=0.6435199056585005,r_np=0.6978521546458866
site=ftl.netflix.com,rank=26,r_time=0.0780340004421856,r_time_1=na,r_time_eq2=0.00011988921872749346,case=2,label=np,r_bg=0.6435199056585005,r_np=0.6978521546458866
site=prod.ftl.netflix.com,rank=27,r_time=0.07795738157998856,r_time_1=na,r_time_eq2=0.00025984196259347175,case=2,label=np,r_bg=0.6435199056585005,r_np=0.6978521546458866
site=settings-win.data.microsoft.com,rank=28,r_time=0.09168614728546931,r_time_1=na,r_time_eq2=0.00011757742187290757,case=2,label=np,r_bg=0.6435199056585005,r_np=0.6978521546458866
